txn_id,created_at,payment_method,amount,monthly_volume_to_date,is_refund,refund_hours_after_txn,is_instant_settlement,risk_rating,fee_billed,gst_billed,total_billed
HUNT_TXN_0023,2012-05-24 14:20:00,INTERNATIONAL_CARD,12000.0,1235000.0,False,,False,LOW,367.0,66.06,433.06
HUNT_TXN_0024,2012-05-25 14:20:00,WALLET,1500.0,1280000.0,False,,False,LOW,31.5,5.67,37.17
HUNT_TXN_0025,2012-05-26 14:20:00,UPI,500000.0,1325000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0026,2012-05-27 14:20:00,DOMESTIC_CARD,10000.0,1370000.0,False,,False,LOW,175.0,31.5,206.5
HUNT_TXN_0027,2012-05-28 14:20:00,NETBANKING,15000.0,1415000.0,False,,False,LOW,20.0,3.6,23.6
HUNT_TXN_0028,2012-05-01 14:20:00,INTERNATIONAL_CARD,120000.0,1460000.0,False,,True,LOW,360.0,64.8,424.8
HUNT_TXN_0029,2012-05-02 14:20:00,WALLET,600.0,1505000.0,False,,False,LOW,12.6,2.27,14.87
HUNT_TXN_0030,2012-05-03 14:20:00,UPI,500000.0,1550000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0031,2012-05-04 14:20:00,DOMESTIC_CARD,25000.0,1595000.0,False,,False,LOW,437.5,78.75,516.25
HUNT_TXN_0032,2012-05-05 14:20:00,NETBANKING,2000.0,1640000.0,False,,False,LOW,20.0,3.6,23.6
HUNT_TXN_0033,2012-05-06 14:20:00,INTERNATIONAL_CARD,45000.0,1685000.0,True,40.0,False,LOW,1362.0,245.16,1607.16
HUNT_TXN_0034,2012-05-07 14:20:00,WALLET,600.0,1730000.0,False,,False,LOW,12.6,2.27,14.87
HUNT_TXN_0035,2012-05-08 14:20:00,UPI,50000.0,1775000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0036,2012-05-09 14:20:00,DOMESTIC_CARD,25000.0,1820000.0,False,,False,LOW,775.0,139.5,914.5
HUNT_TXN_0037,2012-05-10 14:20:00,NETBANKING,2000.0,1865000.0,False,,False,LOW,20.0,3.6,23.6
HUNT_TXN_0038,2012-05-11 14:20:00,INTERNATIONAL_CARD,120000.0,1910000.0,False,,False,LOW,3607.0,649.26,4256.26
HUNT_TXN_0039,2012-05-12 14:20:00,WALLET,1500.0,1955000.0,False,,False,LOW,31.5,5.67,37.17
HUNT_TXN_0040,2012-05-13 14:20:00,UPI,150000.0,2000000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0041,2012-05-14 14:20:00,DOMESTIC_CARD,80000.0,2045000.0,False,,False,LOW,1200.0,216.0,1416.0
HUNT_TXN_0042,2012-05-15 14:20:00,NETBANKING,2000.0,2090000.0,False,,True,LOW,23.0,4.14,27.14
HUNT_TXN_0043,2012-05-16 14:20:00,INTERNATIONAL_CARD,120000.0,2135000.0,False,,False,LOW,3607.0,649.26,4256.26
HUNT_TXN_0044,2012-05-17 14:20:00,WALLET,250.0,2180000.0,True,10.0,False,LOW,5.0,0.9,5.9
HUNT_TXN_0045,2012-05-18 14:20:00,UPI,500000.0,2225000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0046,2012-05-19 14:20:00,DOMESTIC_CARD,25000.0,2270000.0,False,,False,LOW,375.0,67.5,442.5
HUNT_TXN_0047,2012-05-20 14:20:00,NETBANKING,15000.0,2315000.0,False,,False,LOW,20.0,3.6,23.6
HUNT_TXN_0048,2012-05-21 14:20:00,INTERNATIONAL_CARD,120000.0,2360000.0,False,,False,LOW,3607.0,649.26,4256.26
HUNT_TXN_0049,2012-05-22 14:20:00,WALLET,1500.0,2405000.0,False,,False,LOW,31.5,5.67,37.17
HUNT_TXN_0050,2012-05-23 14:20:00,UPI,50000.0,2450000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0051,2012-05-24 14:20:00,DOMESTIC_CARD,10000.0,2495000.0,False,,False,LOW,150.0,27.0,177.0
HUNT_TXN_0052,2012-05-25 14:20:00,NETBANKING,8000.0,2540000.0,False,,False,LOW,20.0,3.6,23.6
HUNT_TXN_0053,2012-05-26 14:20:00,INTERNATIONAL_CARD,12000.0,2585000.0,False,,False,LOW,216.0,38.88,254.88
HUNT_TXN_0054,2012-05-27 14:20:00,WALLET,1500.0,2630000.0,False,,False,LOW,31.5,5.67,37.17
HUNT_TXN_0055,2012-05-28 14:20:00,UPI,500000.0,2675000.0,True,40.0,False,LOW,5.0,0.9,5.9
HUNT_TXN_0056,2012-05-01 14:20:00,DOMESTIC_CARD,10000.0,2720000.0,False,,True,LOW,165.0,29.7,194.7
HUNT_TXN_0057,2012-05-02 14:20:00,NETBANKING,15000.0,2765000.0,False,,False,LOW,20.0,3.6,23.6
HUNT_TXN_0058,2012-05-03 14:20:00,INTERNATIONAL_CARD,45000.0,2810000.0,False,,False,LOW,1357.0,244.26,1601.26
HUNT_TXN_0059,2012-05-04 14:20:00,WALLET,600.0,2855000.0,False,,False,LOW,12.6,2.27,14.87
HUNT_TXN_0060,2012-05-05 14:20:00,UPI,50000.0,2900000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0061,2012-05-06 14:20:00,DOMESTIC_CARD,10000.0,2945000.0,False,,False,LOW,150.0,27.0,177.0
HUNT_TXN_0062,2012-05-07 14:20:00,NETBANKING,8000.0,2990000.0,False,,False,SPECIAL_REVIEW,20.0,3.6,23.6
HUNT_TXN_0063,2012-05-08 14:20:00,INTERNATIONAL_CARD,45000.0,3035000.0,False,,False,LOW,1357.0,244.26,1601.26
HUNT_TXN_0064,2012-05-09 14:20:00,WALLET,250.0,3080000.0,False,,False,LOW,5.25,0.95,6.2
HUNT_TXN_0065,2012-05-10 14:20:00,UPI,50000.0,3125000.0,False,,False,LOW,0.0,0.0,0.0
