txn_id,created_at,payment_method,amount,monthly_volume_to_date,is_refund,refund_hours_after_txn,is_instant_settlement,risk_rating,fee_billed,gst_billed,total_billed
OPS_TXN_0045,2026-06-19 09:35:00,UPI,-2500,599750,True,8.0,False,HIGH,2.0,0.36,2.36
OPS_TXN_0046,2026-06-20 10:55:00,UPI,40000,639750,False,,False,LOW,32.0,5.76,37.76
OPS_TXN_0047,2026-06-21 09:55:00,DOMESTIC_CARD,14500,654250,False,,True,LOW,188.5,33.93,222.43
OPS_TXN_0048,2026-06-22 10:20:00,INTERNATIONAL_CARD,35000,689250,False,,False,LOW,840.0,151.2,991.2
OPS_TXN_0049,2026-06-23 10:05:00,WALLET,35000,724250,False,,False,LOW,525.0,94.5,619.5
OPS_TXN_0050,2026-06-24 12:05:00,WALLET,10000,734250,False,,True,MEDIUM,170.0,30.6,200.6
OPS_TXN_0051,2026-06-25 09:35:00,DOMESTIC_CARD,10000,744250,False,,False,LOW,130.0,23.4,153.4
OPS_TXN_0052,2026-06-26 10:35:00,NETBANKING,2500,746750,False,,False,LOW,7.5,1.35,8.85
OPS_TXN_0053,2026-06-27 10:55:00,UPI,1200,747950,False,,False,LOW,0.6,0.11,0.71
OPS_TXN_0054,2026-06-28 10:45:00,DOMESTIC_CARD,-450,748400,True,4.0,False,LOW,5.85,1.05,6.9
OPS_TXN_0055,2026-06-02 10:05:00,UPI,40000,788400,False,,False,LOW,20.0,3.6,23.6
OPS_TXN_0056,2026-06-03 09:45:00,DOMESTIC_CARD,2500,790900,False,,False,LOW,32.5,5.85,38.35
OPS_TXN_0057,2026-06-04 11:35:00,DOMESTIC_CARD,14500,805400,False,,False,LOW,188.5,33.93,222.43
OPS_TXN_0058,2026-06-05 09:55:00,WALLET,10000,815400,False,,True,MEDIUM,150.0,27.0,177.0
OPS_TXN_0059,2026-06-06 09:55:00,UPI,1200,816600,False,,False,LOW,0.6,0.11,0.71
OPS_TXN_0060,2026-06-07 09:55:00,INTERNATIONAL_CARD,18000,834600,False,,True,LOW,432.0,77.76,509.76
OPS_TXN_0061,2026-06-08 12:20:00,UPI,25000,859600,False,,False,LOW,12.5,2.25,14.75
OPS_TXN_0062,2026-06-09 11:45:00,NETBANKING,6500,866100,False,,False,HIGH,19.5,3.51,23.01
OPS_TXN_0063,2026-06-10 10:05:00,NETBANKING,450,866550,False,,False,LOW,1.35,0.24,1.59
OPS_TXN_0064,2026-06-11 09:45:00,UPI,5000,871550,False,,False,MEDIUM,25.0,4.5,29.5
