txn_id,created_at,payment_method,amount,monthly_volume_to_date,is_refund,refund_hours_after_txn,is_instant_settlement,risk_rating,fee_billed,gst_billed,total_billed
MFH_TXN_0023,2026-05-23 17:05:00,DOMESTIC_CARD,5000,187250,False,,False,LOW,95.0,17.1,112.1
MFH_TXN_0024,2026-05-24 16:15:00,INTERNATIONAL_CARD,75000,262250,False,,False,LOW,2325.0,418.5,2743.5
MFH_TXN_0025,2026-05-25 18:50:00,INTERNATIONAL_CARD,25000,287250,False,,False,LOW,775.0,139.5,914.5
MFH_TXN_0026,2026-05-26 17:15:00,INTERNATIONAL_CARD,75000,362250,False,,False,LOW,2175.0,391.5,2566.5
MFH_TXN_0027,2026-05-27 16:15:00,DOMESTIC_CARD,8500,370750,False,,False,LOW,144.5,26.01,170.51
MFH_TXN_0028,2026-05-01 18:05:00,INTERNATIONAL_CARD,12000,382750,False,,False,LOW,348.0,62.64,410.64
MFH_TXN_0029,2026-05-02 16:15:00,INTERNATIONAL_CARD,5000,387750,False,,False,MEDIUM,145.0,26.1,171.1
MFH_TXN_0030,2026-05-03 16:15:00,UPI,750,388500,False,,True,MEDIUM,0.67,0.12,0.79
MFH_TXN_0031,2026-05-04 16:35:00,NETBANKING,850,389350,False,,False,LOW,4.67,0.84,5.51
MFH_TXN_0032,2026-05-05 17:50:00,WALLET,20000,409350,False,,False,MEDIUM,360.0,64.8,424.8
MFH_TXN_0033,2026-05-06 18:05:00,UPI,12000,421350,False,,True,LOW,10.8,1.94,12.74
MFH_TXN_0034,2026-05-07 16:35:00,UPI,500,421850,False,,False,MEDIUM,0.45,0.08,0.53
MFH_TXN_0035,2026-05-08 17:15:00,UPI,40000,461850,False,,False,LOW,36.0,6.48,42.48
MFH_TXN_0036,2026-05-09 16:50:00,UPI,18000,479850,False,,False,LOW,16.2,2.92,19.12
MFH_TXN_0037,2026-05-10 16:50:00,NETBANKING,4000,483850,False,,False,LOW,16.0,2.88,18.88
MFH_TXN_0038,2026-05-11 18:25:00,NETBANKING,1000,484850,False,,False,LOW,4.0,0.72,4.72
MFH_TXN_0039,2026-05-12 18:15:00,UPI,8500,493350,False,,False,LOW,7.65,1.38,9.03
MFH_TXN_0040,2026-05-13 17:50:00,NETBANKING,1000,494350,False,,False,MEDIUM,4.0,0.72,4.72
MFH_TXN_0041,2026-05-14 16:15:00,NETBANKING,25000,519350,False,,False,LOW,100.0,18.0,118.0
MFH_TXN_0042,2026-05-15 18:25:00,WALLET,14500,533850,False,,False,LOW,261.0,46.98,307.98
MFH_TXN_0043,2026-05-16 16:35:00,UPI,500,534350,False,,False,LOW,0.45,0.08,0.53
MFH_TXN_0044,2026-05-17 18:05:00,NETBANKING,4000,538350,False,,False,LOW,16.0,2.88,18.88
MFH_TXN_0045,2026-05-18 17:35:00,DOMESTIC_CARD,4000,542350,False,,False,MEDIUM,68.0,12.24,80.24
MFH_TXN_0046,2026-05-19 18:35:00,DOMESTIC_CARD,650,543000,False,,False,LOW,11.05,1.99,13.04
MFH_TXN_0047,2026-05-20 16:15:00,WALLET,450,543450,False,,False,HIGH,8.1,1.46,9.56
MFH_TXN_0048,2026-05-21 16:05:00,INTERNATIONAL_CARD,35000,578450,False,,False,LOW,1015.0,182.7,1197.7
MFH_TXN_0049,2026-05-22 18:05:00,WALLET,1500,579950,False,,False,LOW,27.0,4.86,31.86
MFH_TXN_0050,2026-05-23 17:50:00,WALLET,5000,584950,False,,False,LOW,90.0,16.2,106.2
MFH_TXN_0051,2026-05-24 17:15:00,UPI,12000,596950,False,,False,MEDIUM,25.0,4.5,29.5
MFH_TXN_0052,2026-05-25 17:15:00,DOMESTIC_CARD,25000,621950,False,,False,LOW,425.0,76.5,501.5
MFH_TXN_0053,2026-05-26 16:35:00,WALLET,10000,631950,False,,False,MEDIUM,180.0,32.4,212.4
MFH_TXN_0054,2026-05-27 16:25:00,UPI,12000,643950,False,,False,LOW,10.8,1.94,12.74
MFH_TXN_0055,2026-05-01 16:15:00,DOMESTIC_CARD,-35000,678950,True,8.0,False,MEDIUM,595.0,107.1,702.1
MFH_TXN_0056,2026-05-02 17:50:00,DOMESTIC_CARD,35000,713950,False,,False,HIGH,595.0,107.1,702.1
